show_no,focus_day,ring_no,ring_name,ring_day_no,class_no,event_name,entry_order,entry_no,horse,rider,trainer,order_status
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,1,1104,Hallmark Hpf,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,2,1215,Temptation V/H Haringvliet Z,Jodie Camberg,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,3,1273,Mucksmaeuschenstill,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,4,1452,Onyx,Taylor St Jacques,Taylor St Jacques,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,5,1460,Cognac Vh Gebergte Z,Cormac Hanley,Thea N. Stinnett,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,6,1592,Oakland,Belen Guarderas,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,7,1705,Pi-Air,Riley Delbecq,Todd D. Minikus,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,8,1735,Cachaca Pitu Lhf,Marcus Gruenthal,Marcus Gruenthal,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,9,1743,Tillman,Aidan Murphy,Candice King,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,10,1745,Oa Uno Mas Cerveza,Madison Rose,Madison Rose,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,11,1786,Lyonheart,Robert Mendoza,Hanna Pieri,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,12,1787,Tarantino De Rie,Robert Mendoza,Hanna Pieri,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,13,1902,Born To Be Wild,Jamie Alnwick,Scott Keach,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,14,1993,Copperfield Ghv Z,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,15,2036,Diablue Sh Z,Jared P. Petersen,Jared P. Petersen,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,16,2069,Bizzy Sh,Jordan Petersen,Jared P. Petersen,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,17,2360,Cassaderra Na,Taryn M. Adamy,Taryn M. Adamy,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,18,2573,Ballyforan,Patrick R. Wilcher,Patrick R. Wilcher,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,19,2633,Dimazzo,Leah Lang-Gluscic,Leah Lang-Gluscic,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,20,2866,Kateri,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,21,2881,Don Cor Z,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29169,689) $250 1.20m Young Jumper II.1,22,2960,Dracko Van Het Vinckenhof Z,Vicente Guillen,Vicente Guillen,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,1,1021,Rover,Kelly Prather,Michael K. Kennedy,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,2,1257,Avalanche,Mallory Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,3,1263,Eliott Dz,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,4,1277,Reelz,Mallory Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,5,1513,Ck’s Superman,Libby Woodworth,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,6,1707,Ally Z,Anne L. Bingler,Anne L. Bingler,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,7,1757,Frodo,River A. Wylde,River A. Wylde,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,8,1793,Comme Il Hero Z,Matthew Le Master,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,9,2003,Ancelotti,Ashley Romano,Ashley Romano,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,10,2073,Ballyheerin Belle Jorado,Sarah Kerins,Darragh Kerins,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,11,2080,P-Capitola,Sarah Kerins,Darragh Kerins,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,12,2153,Dulce,Andres A. Correa,Andres A. Correa,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,13,2162,Paulownia,Josh Dolan,Josh Dolan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,14,2341,Diamant's Invincible Na,Jared P. Petersen,Derek Petersen,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,15,2360,Cassaderra Na,Taryn M. Adamy,Taryn M. Adamy,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,16,2707,Voila Bbf,Hayley G. Waters Wear,Dana G. Waters,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,17,2708,Volcano Bbf,Hayley G. Waters Wear,Dana G. Waters,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,18,2836,Forseti,Ben Taylor,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,19,2884,Karma,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,20,2946,Calderon T,Andras Szieberth,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,21,2963,Diadora,Jordan Petersen,Jared P. Petersen,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29166,686) 1.10m Young Jumper II,22,2996,Maleficent Ht,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,1,1263,Eliott Dz,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,2,1268,Invictus,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,3,1293,Getthe Muny Bernie,Carrie Riddle,Lindsay Barrack,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,4,1297,La La Land,Christina Faninger,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,5,1298,Pays Bas V,Sophie Smith,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,6,1343,Pedro Molino,Kristen Litteken,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,7,1437,Balencia,Stella Gavin,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,8,1465,Norelien,Maya Allhusen,Mario Garcia,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,9,1480,Ameko Chaccord,Taylor Manning,Taylor Manning,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,10,1591,Irish Coffee Vhl,Iliana Palumbo,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,11,1598,Sublime,Sophie Smith,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,12,1775,Once Upon A Time,Alyson Jones,Kim Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,13,1883,Untouchable's Unique,Dominic Arnold,Alyssa Venn,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,14,2156,Lady Roxy,Suzanne Burns,Jacqueline Steffens Daly,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,15,2166,Fellini,Kennedy Kluber,Terrie E. Shibley,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,16,2177,Ata Fe Dulce,Lyla Roberts,Mario Garcia,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,17,2375,Sylvester Ter Linden,Lynde Johnson,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,18,2405,Billy Suffragette,Emerson Ritter,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,19,2543,Billy Snowdonia,Camille Maynard,Camille Maynard,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,20,2803,Kanai,Addison Reed,Addison Reed,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,21,2834,Hercules,Maya Allhusen,Mario Garcia,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,22,2877,Big Castle,Shannon Y. Clifford,Shannon Y. Clifford,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,23,2882,Crush,Scott Diffey,Scott Diffey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,24,2970,Fe Crack The Code,Amanda Gardiner,Megan Gardiner,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29394,624) .95m Jumper II.1,25,3039,Billy Adorable,Sophie Smith,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,1,1003,Daizi De Beaufour,Rita de Goes,Juan Benítez,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,2,1043,Markanto A,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,3,1096,Cold Play,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,4,1102,Talk About Me,Violetta Bergonzoli,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,5,1145,Cecile S,Alicia Taylor,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,6,1201,Contika 46,Kacey Conway,Kacey Conway,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,7,1248,Ciemusic Z,Kathryn Camunas,Erica Robson,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,8,1278,Remus Van't Merelsnest,Sophia Ayers,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,9,1326,The Getaway Car,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,10,1439,Il Dolce,Lauren Flesher,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,11,1454,Mr Dw,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,12,1480,Ameko Chaccord,Taylor Manning,Taylor Manning,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,13,1514,Glamour Des Forets,Bowers A. Cone,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,14,1516,Grandia,Bowers A. Cone,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,15,1685,Hh Hyyerr Calling,Jessica Collins,Jessica Collins,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,16,1769,Nevada Vdl,Robert Mendoza,Robert Mendoza,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,17,1777,Bz Cancara,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,18,1778,Lisdeen Lady Kvj,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,19,1795,Mazatlan Ps,Violetta Bergonzoli,Morgan Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,20,1866,Mckenzie Z,Celso Ariani,Celso Ariani,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,21,1867,Orindus W,Celso Ariani,Celso Ariani,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,22,1932,Florian,Windsor Ryan,Traci A. Weston,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,23,1982,Herakles,Izabella Mcnerney,Izabella Mcnerney,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,24,2107,Mary J,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,25,2142,Bellefleur Z,Carson L. Ruff,Carson L. Ruff,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,26,2144,U Amon Z,Paul O'Shea,Carson L. Ruff,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,27,2148,Elle Woods,Kimberly Tobias,Abby Strohmeyer,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,28,2149,Ferris Bueller,Kimberly Tobias,Abby Strohmeyer,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,29,2154,Enzo Ferrari,Andres A. Correa,Andres A. Correa,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,30,2179,Nice Cool De Virton,Paul O'Shea,Kaileigh Brandt,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,31,2187,En Vogue,Maddison Stephen,David Cameron,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,32,2200,Chagrandino Ps,Luciano Dome,Luciano Dome,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,33,2290,Castello Z,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,34,2293,Miss Cranny Sarco,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,35,2521,Excel Star Fair Play,Alexandra Hird,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,36,2523,Lugano,Liliana Nora Menesi,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,37,2559,Dee Dee Gz,Samantha Fields,Spencer Brittan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,38,2562,Inlaws Manolo,Spencer Brittan,Spencer Brittan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,39,2667,Calypso,Josephine Demmo,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,40,2728,Wingardium Leviosa KS,Dominic Arnold,Alyssa Venn,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,41,2793,Ibalia,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,42,2803,Kanai,Kelly Kiser,Addison Reed,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,43,2825,Kereen Cobra,Kitt Ritter,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,44,2837,Carmenzita,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,45,2840,Gabriella T,Mary Collier Pope,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,46,2882,Crush,Scott Diffey,Scott Diffey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,47,2970,Fe Crack The Code,Amanda Gardiner,Megan Gardiner,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,48,2984,Vdl Escape Z,Savannah Groselle,Savannah Groselle,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29159,627) 1.00m Jumper II.1,49,3009,Coby Z,Jenna P. Friedman-Lopez,Jenna P. Friedman-Lopez,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29125,695) $100 1.0m Thoroughbred Jumper II.1,1,1293,Getthe Muny Bernie,Carrie Riddle,Lindsay Barrack,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29125,695) $100 1.0m Thoroughbred Jumper II.1,2,2877,Big Castle,Shannon Y. Clifford,Shannon Y. Clifford,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,1,1074,Caballa Ps,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,2,1088,Titan,Mckenzie Miller,Conan Conway,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,3,1266,Hopeful Z,Sophia Ayers,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,4,1272,Mtm Anonymous Z,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,5,1279,Samba Do Brasil,Aaron Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,6,1326,The Getaway Car,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,7,1442,Rr Monster,Mckenzie Badley,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,8,1485,Roncevert,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,9,1508,Guerrera,Dakota Sheikh,Mario Garcia,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,10,1645,Comedian Of Picobello Z,Sebastian Presa Tejada,Juan A. Rodriguez Silva,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,11,1646,Con Sol,Nicole Presa Tejada,Juan A. Rodriguez Silva,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,12,1706,Airway Semilly,Ella Walker,Anne L. Bingler,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,13,1744,Diatoon Blue Ps,Madison Rose,Madison Rose,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,14,1776,Lavei,Alyson Jones,Kim Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,15,1794,Chico Bella Z,Lily Niebur,Louise Pejstrup,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,16,2072,O'Quality Z,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,17,2187,En Vogue,Maddison Stephen,David Cameron,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,18,2389,Fanfan Boy,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,19,2521,Excel Star Fair Play,Alexandra Hird,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,20,2532,Solaguayre Chaquensi,Gianni Gabrielli,Gianni Gabrielli,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,21,2563,Itoulon B,Spencer Brittan,Spencer Brittan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,22,2564,Larcelo,Spencer Brittan,Spencer Brittan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,23,2572,Geisha D’agenais,Brooklyn Delgado,Laura Gaither,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,24,2822,Chabluevara Ps,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,25,2836,Forseti,Ben Taylor,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,26,2946,Calderon T,Andras Szieberth,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,27,2985,Vdl Masque-Unea,Savannah Groselle,Savannah Groselle,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,28,2987,Million's Crack Ki,Ana Elena Armas,Luciano Dome,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,29,2994,Stapleton Asha,Lilly Mack,Dennis Mitchell,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,30,2998,Granslam De Lezellec,Lilly Mack,Dennis Mitchell,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,31,3001,Kilenka Gl,Alyssa Amberge,Alyssa Amberge,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29161,630) 1.10m Jumper II.1,32,3047,Jasmin De L’abbaye,Gianni Gabrielli,Gianni Gabrielli,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,1,1319,High Time,Anne C. Hormel,Camille Maynard,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,2,1424,Arthur,Stefano Baruzzo,Stefano Baruzzo,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,3,1441,Princeton Mk,Matthew Le Master,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,4,1589,Kali,Mireya Godoy,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,5,1737,Vienna Van't Kiezelhof Lhf,Marcus Gruenthal,Marcus Gruenthal,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,6,1763,Dominic Toretto,Ashlee Bond,Ashlee Bond,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,7,2079,Orange Blossom Na,Sarah Kerins,Darragh Kerins,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,8,2884,Karma,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29451,683) 1.0m Young Jumpers II,9,3040,Olivia Ve,Anthony Sauriol,Anthony Sauriol,NOT A POSTED ORDER
