show_no,focus_day,ring_no,ring_name,ring_day_no,class_no,event_name,entry_order,entry_no,horse,rider,trainer,order_status
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,13,2623,Sophistakkato,Katherine Nunez,Debra L. Ward,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,14,2729,Clearville,Emily Kowit,Heather Froehlich Cortell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,15,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,16,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,17,2943,Gladrags,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,18,2969,Kismet,Joshua Tabor,Joshua Tabor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,19,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,20,2977,Dialey Ak,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,21,2978,Toussant,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,22,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,1,1049,Vote For Pedro,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,2,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,3,1453,Childhood Dream,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,4,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,5,1774,Endeavor In His Name,Alyson Jones,Kim Taylor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,6,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,7,2049,Top Secret Hk,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,8,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,9,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,10,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,11,2623,Sophistakkato,Katherine Nunez,Debra L. Ward,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,12,2729,Clearville,Emily Kowit,Heather Froehlich Cortell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,13,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,14,1848,Mystery Man,Schuyler Dayner,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,15,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,16,2943,Gladrags,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,17,2969,Kismet,Joshua Tabor,Joshua Tabor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,18,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,19,2977,Dialey Ak,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,20,2978,Toussant,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29263,271) USHJA Hunter 2'9,21,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,1,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,2,1453,Childhood Dream,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,3,1774,Endeavor In His Name,Alyson Jones,Kim Taylor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,4,1848,Mystery Man,Schuyler Dayner,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,5,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,6,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,7,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,8,2729,Clearville,Emily Kowit,Heather Froehlich Cortell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,9,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,10,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,11,2941,Nightfall,Windsor Ryan,Traci A. Weston,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,12,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,13,2978,Toussant,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29260,274) USHJA Hunter 2'9,14,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29312,48) $350 Young Hunter 2'9,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29312,48) $350 Young Hunter 2'9,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29312,48) $350 Young Hunter 2'9,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29312,48) $350 Young Hunter 2'9,4,2969,Kismet,Joshua Tabor,Joshua Tabor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29313,49) $350 Young Hunter 2'9,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29313,49) $350 Young Hunter 2'9,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29313,49) $350 Young Hunter 2'9,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29313,49) $350 Young Hunter 2'9,4,2969,Kismet,Joshua Tabor,Joshua Tabor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29316,52) $150 Young Hunter 2'9,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29316,52) $150 Young Hunter 2'9,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29316,52) $150 Young Hunter 2'9,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29316,52) $150 Young Hunter 2'9,4,2969,Kismet,Joshua Tabor,Joshua Tabor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29317,53) $350 Young Hunter 3',1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29317,53) $350 Young Hunter 3',2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29317,53) $350 Young Hunter 3',3,2945,Koletta,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29317,53) $350 Young Hunter 3',4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29318,54) $350 Young Hunter 3',1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29318,54) $350 Young Hunter 3',2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29318,54) $350 Young Hunter 3',3,2945,Koletta,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29318,54) $350 Young Hunter 3',4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29321,57) $150 Young Hunter 3' U/S,1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29321,57) $150 Young Hunter 3' U/S,2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29321,57) $150 Young Hunter 3' U/S,3,2945,Koletta,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29321,57) $150 Young Hunter 3' U/S,4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29322,58) $350 Young Hunter 3'3,1,1582,Harmony De Muze,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29322,58) $350 Young Hunter 3'3,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29322,58) $350 Young Hunter 3'3,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29323,59) $350 Young Hunter 3'3,1,1582,Harmony De Muze,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29323,59) $350 Young Hunter 3'3,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29323,59) $350 Young Hunter 3'3,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29326,62) $150 Young Hunter 3'3,1,1582,Harmony De Muze,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29326,62) $150 Young Hunter 3'3,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29326,62) $150 Young Hunter 3'3,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,1,1049,Vote For Pedro,Aria Waxman,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,2,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,3,1301,Quatro,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,4,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,5,1493,Lyon,Katherine Addington,Bibby F. Hill,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,6,1554,Going Global,Jenny Miller,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,7,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,8,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,9,1915,Fbf Sundrop,Stacy A. Ryback,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,10,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,11,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,12,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,13,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,14,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,15,2161,Astronaut H Z,Teresa Pompay,Josh Dolan,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,16,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,17,2610,Starridor,Charlotte H. Wiese,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,18,2668,Curtis 89,Josephine Demmo,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,19,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,20,2937,Follow Me,Marissa Creviston,Marissa Creviston,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,21,2940,Obora’s Sandman,Marissa Creviston,Marissa Creviston,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,22,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29061,265) USHJA Hunter 2'6,23,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,1,1049,Vote For Pedro,Aria Waxman,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,2,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,3,1301,Quatro,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,4,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,5,1493,Lyon,Katherine Addington,Bibby F. Hill,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,6,1554,Going Global,Jenny Miller,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,7,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,8,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,9,1915,Fbf Sundrop,Stacy A. Ryback,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,10,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,11,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,12,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,13,2161,Astronaut H Z,Teresa Pompay,Josh Dolan,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,14,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,15,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,16,2610,Starridor,Charlotte H. Wiese,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,17,2668,Curtis 89,Josephine Demmo,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,18,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,19,2937,Follow Me,Marissa Creviston,Marissa Creviston,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,20,2940,Obora’s Sandman,Marissa Creviston,Marissa Creviston,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,21,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29062,266) USHJA Hunter 2'6,22,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,1,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,2,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,3,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,4,2715,Living The Dream,Aidan Murphy,Candice King,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,5,2730,Striking Elsa,Phillipa Greenberg,Jennifer Phethean,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,6,2838,Delisa Gp,Heather Froehlich Cortell,Heather Froehlich Cortell,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29046,280) Baby Green Hunter 2'6,7,2949,Nadia I,Daina Greene,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',1,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',2,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',3,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',4,2715,Living The Dream,Aidan Murphy,Candice King,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',5,2730,Striking Elsa,Phillipa Greenberg,Jennifer Phethean,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',6,2838,Delisa Gp,Heather Froehlich Cortell,Heather Froehlich Cortell,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29047,281) Baby Green Hunter 2'6',7,2949,Nadia I,Daina Greene,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,1,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,2,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,3,1493,Lyon,Katherine Addington,Bibby F. Hill,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,4,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,5,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,6,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,7,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,8,2607,Santino,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,9,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,10,2974,St. Nick,Kalli Core,Bobby Boulger,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29065,269) USHJA Hunter 2'6,11,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,1,1027,Fort Knox,Lainey Posa,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,2,1029,Halo,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,3,1495,Parade,Devin A. Seek,Bibby F. Hill,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,4,1498,Untitled,Katherine Addington,Bibby F. Hill,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,5,1509,Amuze Bouche,Wendy J. Hechler,Wendy J. Hechler,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,6,1554,Going Global,Lindsay Meyer,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,7,1966,Carli De Sabette,Vannakay Hurnevich,Kim E. Burnette,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,8,2138,Madhappy,Joan V. Ehrhart,Jane C. Ehrhart,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,9,2140,So Dapper,Jane C. Ehrhart,Jane C. Ehrhart,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,10,2141,So Dashing,Jane C. Ehrhart,Jane C. Ehrhart,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,11,2183,Follow Me Home,Caitlin Maloney,Caitlin Maloney,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,12,2386,Marvick,Sierra Montgomery,Lisa Hasenbeck,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,13,2390,Poptart,Lainey Posa,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,678,INDOOR 4,3907,29056,260) USHJA Hunter 2'3,14,2391,Benlea Magic Dragon,Noemi Varela,Dana Ventrice,NOT A POSTED ORDER
