class_name
"$100 Green Pony Hunter Med 2'6"" U/S"
"$250 Green Pony Conf Hunter- Lg 2'9"""
"$250 Green Pony Hunter Lg 2'9"" (1st rnd Classic)"
"$250 Green Pony Hunter Lg 2'9"""
"$100 Green Pony Hunter Lg 2'9"" U/S"
"$375 Pony Conf Hunter- Sm 2'3"""
"$375 Pony Hunter Sm 2'3"" (1st rnd Classic)"
"$375 Pony Hunter Sm 2'3"""
"$375 Pony Hunter Sm 2'3""-Handy"
"$150 Pony Hunter Sm 2'3"" U/S"
"$375 Pony Conf Hunter- Med 2'6"""
"$375 Pony Hunter Med 2'6"" (1st rnd Classic)"
"$375 Pony Hunter Med 2'6"""
"$375 Pony Hunter Med 2'6""-Handy"
"$150 Pony Hunter Med 2'6"" U/S"
"$375 Pony Conf Hunter- Lg 2'9"""
"$375 Pony Hunter Lg 2'9"" (1st rnd Classic)"
"$375 Pony Hunter Lg 2'9"""
"$375 Pony Hunter Lg 2'9""-Handy"
"$150 Pony Hunter Lg 2'9"" U/S"
$300 Child Hunter 14/U 3'
$300 Child Hunter 14/U (1st rnd Classic) 3'
$200 Child Hunter 14/U U/S 3'
$300 Child Hunter 15-17 3'
$300 Child Hunter 15-17 (1st rnd Classic) 3'
$200 Child Hunter 15-17 U/S 3'
$100 Child Pony Hunter Sm/Med 2'
$100 Child Pony Hunter Sm/Med 2' (1st rnd Classic)
$50 Child Pony Hunter Sm/Med 2' U/S
"$100 Child Pony Hunter Lg 2'6"""
"$100 Child Pony Hunter Lg 2'6"" (1st rnd Classic)"
"$50 Child Pony Hunter Lg 2'6"" U/S"
$300 Adult Hunter 18-35 3'
$300 Adult Hunter 18-35 (1st rnd Classic) 3'
$200 Adult Hunter 18-35 U/S 3'
$300 Adult Hunter 36-54 3'
$300 Adult Hunter 36-54(1st rnd Classic) 3'
$200 Adult Hunter 36-54 U/S 3'
$300 Adult Hunter 55+ 3'
$300 Adult Hunter 55+ (1st rnd Classic) 3'
$200 Adult Hunter 55+ U/S 3'
Thoroughbred Hunter 3'
Thoroughbred Hunter U/S
"USHJA Hunter 3'3"""
"USHJA Hunter 3'3"" U/S"
Future Hunter 2'
Future Hunter 2' U/S
USHJA Hunter 2'
USHJA Hunter 2 U/S
"USHJA Hunter 2'3"""
"USHJA Hunter 2'3"" U/S"
"USHJA Hunter 2'6"""
"USHJA Hunter 2'6"" U/S"
"USHJA Hunter 2'9"""
"USHJA Hunter 2'9"" U/S"
USHJA Hunter 3'
USHJA Hunter 3'' U/S
"Baby Green Hunter 2'6"""
Baby Green Hunter 2'6'
Baby Green Hunter U/S
$100 Low Children's Hunter 14 & U 2'6'
"$100 Low Children's Hunter 14 & U (1st rnd Classic) 2'6"""
$50 Low Children's Hunter 14 & U 2'6' U/S
$100 Low Children's Hunter 15-17 2'6'
"$100 Low Children's Hunter 15-17(1st rnd Classic) 2'6"""
$50 Low Children's Hunter 15-17 2'6' U/S
$100 Low Children's Pony Hunter 2'
$50 Low Children's Pony Hunter U/S
"$100 Low Adult Hunter 18-35 2'6"""
"$100 Low Adult Hunter 18-35 (1st rnd Classic) 2'6"""
$50 Low Adult Hunter 18-35 U/S
"$100 Low Adult Hunter 36-54 2'6"""
$100 Low Adult Hunter 36-54 (1st rnd Classic) 2'6'
$50 Low Adult Hunter 36-54 U/S
"$100 Low Adult Hunter 55+ 2'6"""
$100 Low Adult Hunter 55+ (1st rnd Classic) 2'6'
$50 Low Adult Hunter 55+ U/S
"$10,000 USHJA UF Vet Hunter Derby 3' Open"
"$10,000 USHJA National Hunter Derby 3' Jr/Am"
"$10,000 Golden Ocala Hunter Derby 3'6/3'9"
"$2,000 USHJA Pony Hunt & Go Derby 2'3""/2'6""/2'9"""
"$2500 WEC NonPro Hunt & Go Derby 2'6"" Child"
"$3500 Junior Hunter Classic 3'6"" Small"
"$3500 Junior Hunter Classic 3'6"" Large"
"$2500 Junior Hunter Classic 3'3"""
"$2500 Amateur Owner Hunter Classic 3'3"""
"$3500 Amateur Owner Hunter Classic 3'6"""
"$2500 Pony Hunter Classic 2'3/2'6""/2'9"""
"$1500 Green Pony Hunter Classic 2'9""/2'6""/2'3"""
$1000 Children's Pony Hunter Classic 2'/2'6'
$1500 NAL/WIHS Children's Hunter Classic 14 & U 3'
$1500 NAL/WIHS Children's Hunter Classic 15-17 3'
$1500 NAL/WIHS Adult Hunter Classic 18-35 3'
$1500 NAL/WIHS Adult Hunter Classic 36+ 3'
"$1250 Low Children's Hunter Classic 2'6"""
$1250 Low Adult Hunter Classic 18-35 2'6'
$1250 Low Adult Hunter Classic 36+ 2'6'
$1000 USHJA Green Hunter Incentive 3'
"$1000 USHJA Green Hunter Incentive 3'3"""
"$1000 USHJA Green Hunter Incentive 3'6""/3'9"""
Equitation 11/U 2'
Equitation 11/U Flat
Equitation 12-14 2'9'
Equitation 12-14 Flat
"Equitation 15-17 3'3"""
Equitation 15-17 Flat
Adult Equitation 3'
Adult Equitation Flat
Children's Equitation 3'
Children's Equitation Flat
"Low Children's Equitation 2'6"""
Low Children's Equitation Flat
"Low Adult Equitation 2'6"""
Low Adult Equitation 2'6'
Low Adult Equitation Flat
"Pony Equitation 2'3""/2'6""/2'9"""
Pony Equitation Flat
"Children's Pony Equitation 2'/2'6"""
Children's Pony Equitation Flat
Platinum Performance USEF Talent Search 3'9'
"USEF Hunter Seat Medal 3'6"""
"WIHS Equitation Hunter Phase 3'6"""
"WIHS Equitation Jumper Phase 3'6"""
"WIHS Equitation Overall 3'6"""
"ASPCA Maclay 3'6"""
"NHS Medal 3'3"""
Ariat Adult Medal 3'
THIS Children's Medal 14/U 3'
THIS Children's Medal 15-17 3'
"USHJA 3'3"" Am Jumping Seat Medal"
"USHJA Jumping Seat Medal 3'3"""
"USHJA Hunter Seat Medal 3'3"""
"USEF Pony Medal (Open Card) 2'9""/2'6""/2'3"""
"WIHS Pony Equitation (Open Card) 2'9""/2'6""/2'3"""
THIS Adult Medal 3'
"World Equestrian Center Premier Cup 3'6"""
"NCEA Medal 3'3"""
$100 .65m Jumper Open IV.1
$100 .65m Jumper Long Creek Farm Junior/Amateur IV.1
.75m Jumper Open IV.1
.75m Jumper Junior/Amateur IV.1
.85m Jumper Open II.2d
.85m Jumper Open II.2b
.85m Jumper Junior/Amateur II.2d
.85m Jumper Junior/Amateur II.2b
.95m Jumper II.1
1.00m Jumper II.1
1.00m Jumper II.2d
1.10m Jumper II.1
1.10m Jumper II.2d
1.10m Jumper II.2b
1.15m Jumper II.1
1.15m Jumper II.2d
1.15m Jumper II.2b
$500 1.20m Jumper II.1
$500 1.20m Jumper II.2d
$500 1.20m Jumper II.2b
$1000 1.30m Jumper II.1
$1000 1.30m Jumper II.2d
$1000 1.30m Jumper II.2b
$1000 1.35m Jumper II.1
$1000 1.35m Jumper II.2d
$1000 1.35m Jumper II.2b
$1500 1.40m Jumper II.1
$1500 1.40m Jumper II.2d
$2000 1.45m Jumper II.1
.90m Young Jumpers II
1.0m Young Jumpers II
1.10m Young Jumper II
$250 1.20m Young Jumper II.1
$250 1.20m Young Jumper II.2d
$250 1.20m Young Jumper II.2b
$250 1.30m Young Jumper II.1
$250 1.30m Young Jumper II.2d
$250 1.30m Young Jumper II.2b
$100 1.0m Thoroughbred Jumper II.1
$100 1.0m Thoroughbred Jumper II.2d
$100 1.0m Thoroughbred Jumper II.2b
$150 .90m Novice Junior Jumper II.1
$150 .90m Novice Junior Jumper II.2d
$150 .90m Novice Amateur Jumper II.1
$150 .90m Novice Amateur Jumper II.2d
$200 1.00m Junior Jumper II.1
$200 1.00m Junior Jumper II.2d
$200 1.00m Amateur Jumper II.1
$200 1.00m Amateur Jumper II.2d
$500 1.10m Junior Jumper II.1
$500 1.10m Junior Jumper II.2d
$500 1.10m Amateur Jumper II.1
$500 1.10m Amateur Jumper II.2d
$600 1.15m Junior/Amateur Jumper II.1
$600 1.15m Junior/Amateur Jumper II.2d
$1500 1.20m Junior/Amateur Jumper II.1
$1500 1.20m Junior/Amateur Jumper II.2d
$2000 1.30m JR/AM Jumper II.1
$2000 1.30m JR/AM Jumper II.2d
$2500 1.40m Jr/Am Jumper II.1
$2500 1.40m Jr/Am Jumper II.2d
"$10,000 Buckeye Nutrition Futures Prix 1.40m II.2b"
"$15,000 C. Jarvis Insurance Welcome Prix 1.40m II.2b"
"$50,000 First Equestrian Grand Prix 1.45m II.2a American Std"
$500 .95m Novice Junior Classic II.2b
$500 .95m Novice Amateur Classic II.2b
$750 1.05m Junior Classic II.2b
$750 1.05m Amateur Classic II.2b
$2500 1.10m NAL/WIHS Junior Classic II.2b
$2500 1.10m NAL/WIHS Amateur Classic II.2b
$3000 1.15m Junior/Amateur Classic II.2b
$500 .65m Long Creek Farm Junior/Amateur Classic II.2b
$500 .75m Junior/Amateur Classic II.2b
$500 .85m Junior/Amateur Classic II.2b
$5000 NAL 1.25m FreeRide Equestrian Jr/Am Classic II.2b
$5000 NAL 1.35m Prestige Italia Jr/Am Classic II.2b
"$10,000 1.45m Junior/Amateur Classic II.2b"
$7500 1.40m ARIAT Jumper Classic II.2b
Short/Long Stirrup Hunter 2'
Short/Long Stirrup Hunter (1st rnd Classic)) 2'
Short/Long Stirrup Hunter U/S
Short/Long Stirrup Equitation 2'
Short/Long Stirrup Equitation Flat
"Crossrails 18"""
Crossrails Flat
$500 Short Stirrup/Long Stirrup Classic 2'
Walk Trot Equitation Ground Rails
Walk Trot Equitation Ground Rails Flat
Leadline
FEI CSI2* Horse Inspection & Jog
"$4,000 4CYTE 1.40m CSI2* Two Phase 222.1.4.3"
"$32,000 4CYTE 1.45m CSI2* Speed 220.2.1.1"
"$32,000 4 CYTE Grand Prix Qualifier CSI2* 1.45m 220.2.1.2"
"$85,000 4CYTE Grand Prix FEI CSI2* 1.45m 220.2.1.2"
Ticketed Schooling-Tuesday Indoor 5 8:00 am- 4:00 pm
Ticketed Schooling-Tuesday Indoor 6 8:30 am 4:30 pm
Ticketed Schooling-Tuesday Indoor 1 8:30 am 4:30 pm
Ticketed Schooling-Tuesday Indoor 2 8:30 am 4:30 pm
Ticketed Schooling-Tuesday Indoor 4 8:00 am 3:00am
Ticketed Schooling- Wednesday Hunter 2 8am- 3:00pm
Ticketed Schooling- Thursday Hunter 2 8am- 3pm
Ticketed Schooling- Friday Hunter 2 8am- 3pm
Ticketed Schooling- Saturday Hunter 2 8am- 3pm
Ticketed Schooling- Sunday Hunter 2 8am- 12pm
Ticketed Schooling- Tuesday Jumper Annex 8:00am-3:00pm
Ticketed Schooling- Wednesday Jumper Annex 8:00am-3:00pm
Ticketed Schooling- Thursday Jumper Annex 8:00am-3:00pm
High Perf 4'/Perf Hunter 3'6
