class_oog_key,ring,ring_no,ring_day_no,class_order,class_no,class_label,class_number,class_payout,class_name,entry_order,entry_no,horse,rider,trainer,source_endpoint,source_payload
33494|3005,,675,,,33494,,,,,5,3005,Kilmastulla Quality Touch,Seanna Reser,Stacey L. Reser,class_oog.php,
33494|3018,,675,,,33494,,,,,6,3018,Corzico Melloni Z,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29071|1031,,675,,,29071,,,,,1,1031,Hurricane,Carsyn Korotkin,Alan Korotkin,class_oog.php,
29071|1183,,675,,,29071,,,,,2,1183,Mastermind,Naomi Selleck,Alan Korotkin,class_oog.php,
29071|1555,,675,,,29071,,,,,3,1555,Katch Can-Do,Olivia Israel,Jenny Miller,class_oog.php,
29071|1564,,675,,,29071,,,,,4,1564,Mtm Silhouette,Bowers A. Cone,Stephen Dicarlo,class_oog.php,
29071|1749,,675,,,29071,,,,,5,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29071|1846,,675,,,29071,,,,,6,1846,Carlos He’las,Evana Somareddy,Heather Dayner,class_oog.php,
29071|1876,,675,,,29071,,,,,7,1876,Churchill Blue,Dorothy Douglas,Tara G. Bostwick,class_oog.php,
29071|2361,,675,,,29071,,,,,8,2361,Casuall,John Michael Durr,John Michael Durr,class_oog.php,
29071|2383,,675,,,29071,,,,,9,2383,A La Quattro S,Vivian Heyer,August Torsilieri,class_oog.php,
29071|2542,,675,,,29071,,,,,10,2542,Sunkist,Timothy Maddrix,Terry L. Brown,class_oog.php,
29071|2720,,675,,,29071,,,,,11,2720,Espresso,Molly Frei,Sven Frei,class_oog.php,
29071|3022,,675,,,29071,,,,,12,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29072|1031,,675,,,29072,,,,,1,1031,Hurricane,Carsyn Korotkin,Alan Korotkin,class_oog.php,
29072|1183,,675,,,29072,,,,,2,1183,Mastermind,Naomi Selleck,Alan Korotkin,class_oog.php,
29072|1555,,675,,,29072,,,,,3,1555,Katch Can-Do,Olivia Israel,Jenny Miller,class_oog.php,
29072|1564,,675,,,29072,,,,,4,1564,Mtm Silhouette,Bowers A. Cone,Stephen Dicarlo,class_oog.php,
29072|1576,,675,,,29072,,,,,5,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,class_oog.php,
29072|1749,,675,,,29072,,,,,6,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29072|1846,,675,,,29072,,,,,7,1846,Carlos He’las,Evana Somareddy,Heather Dayner,class_oog.php,
29072|1876,,675,,,29072,,,,,8,1876,Churchill Blue,Reagan Williams,Tara G. Bostwick,class_oog.php,
29072|2361,,675,,,29072,,,,,9,2361,Casuall,John Michael Durr,John Michael Durr,class_oog.php,
29072|2383,,675,,,29072,,,,,10,2383,A La Quattro S,Vivian Heyer,August Torsilieri,class_oog.php,
29072|2542,,675,,,29072,,,,,11,2542,Sunkist,Timothy Maddrix,Terry L. Brown,class_oog.php,
29072|2720,,675,,,29072,,,,,12,2720,Espresso,Molly Frei,Sven Frei,class_oog.php,
29072|3022,,675,,,29072,,,,,13,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29297|1576,,675,,,29297,,,,,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,class_oog.php,
29297|1760,,675,,,29297,,,,,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,class_oog.php,
29297|2182,,675,,,29297,,,,,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,class_oog.php,
29297|2329,,675,,,29297,,,,,4,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29297|2720,,675,,,29297,,,,,5,2720,Espresso,Molly Frei,Sven Frei,class_oog.php,
29297|2867,,675,,,29297,,,,,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29297|2927,,675,,,29297,,,,,7,2927,Dexter,Jake Evans,Jake Evans,class_oog.php,
29297|3022,,675,,,29297,,,,,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29298|1576,,675,,,29298,,,,,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,class_oog.php,
29298|1760,,675,,,29298,,,,,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,class_oog.php,
29298|2182,,675,,,29298,,,,,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,class_oog.php,
29298|2329,,675,,,29298,,,,,4,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29298|2720,,675,,,29298,,,,,5,2720,Espresso,Molly Frei,Sven Frei,class_oog.php,
29298|2867,,675,,,29298,,,,,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29298|2927,,675,,,29298,,,,,7,2927,Dexter,Jake Evans,Jake Evans,class_oog.php,
29298|3022,,675,,,29298,,,,,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29301|1576,,675,,,29301,,,,,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,class_oog.php,
29301|1760,,675,,,29301,,,,,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,class_oog.php,
29301|2182,,675,,,29301,,,,,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,class_oog.php,
29301|2329,,675,,,29301,,,,,4,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29301|2720,,675,,,29301,,,,,5,2720,Espresso,Molly Frei,Sven Frei,class_oog.php,
29301|2867,,675,,,29301,,,,,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29301|2927,,675,,,29301,,,,,7,2927,Dexter,Jake Evans,Jake Evans,class_oog.php,
29301|3022,,675,,,29301,,,,,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29327|1095,,675,,,29327,,,,,1,1095,Cabana Boy,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29327|1098,,675,,,29327,,,,,2,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29327|1428,,675,,,29327,,,,,3,1428,Insightful,Lanie Nash,Dawn Hersey,class_oog.php,
29327|1521,,675,,,29327,,,,,4,1521,Ziggy Stardust,Bowers A. Cone,Stephen Dicarlo,class_oog.php,
29327|1555,,675,,,29327,,,,,5,1555,Katch Can-Do,Olivia Israel,Jenny Miller,class_oog.php,
29327|1749,,675,,,29327,,,,,6,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29327|1926,,675,,,29327,,,,,7,1926,Costello,Allison Beck,Derek Van Der Burgh,class_oog.php,
29327|1976,,675,,,29327,,,,,8,1976,Debonair,Jennifer Tate,Jennifer Tate,class_oog.php,
29327|2368,,675,,,29327,,,,,9,2368,Cheque,Jake Evans,Jake Evans,class_oog.php,
29327|2634,,675,,,29327,,,,,10,2634,Mtm Nutmeg,Rachel Zaluski,Natalie Geller,class_oog.php,
29327|2664,,675,,,29327,,,,,11,2664,Callisto,Angela Gais,Angela Gais,class_oog.php,
29327|2986,,675,,,29327,,,,,12,2986,Maui,Eva Bernstein,Matt Martin,class_oog.php,
29327|3030,,675,,,29327,,,,,13,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,class_oog.php,
29328|1095,,675,,,29328,,,,,1,1095,Cabana Boy,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29328|1098,,675,,,29328,,,,,2,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29328|1428,,675,,,29328,,,,,3,1428,Insightful,Lanie Nash,Dawn Hersey,class_oog.php,
29328|1521,,675,,,29328,,,,,4,1521,Ziggy Stardust,Bowers A. Cone,Stephen Dicarlo,class_oog.php,
29328|1555,,675,,,29328,,,,,5,1555,Katch Can-Do,Olivia Israel,Jenny Miller,class_oog.php,
29328|1749,,675,,,29328,,,,,6,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29328|1976,,675,,,29328,,,,,7,1976,Debonair,Jennifer Tate,Jennifer Tate,class_oog.php,
29328|2368,,675,,,29328,,,,,8,2368,Cheque,Jake Evans,Jake Evans,class_oog.php,
29328|2634,,675,,,29328,,,,,9,2634,Mtm Nutmeg,Rachel Zaluski,Natalie Geller,class_oog.php,
29328|2664,,675,,,29328,,,,,10,2664,Callisto,Angela Gais,Angela Gais,class_oog.php,
29328|2986,,675,,,29328,,,,,11,2986,Maui,Eva Bernstein,Matt Martin,class_oog.php,
29328|3030,,675,,,29328,,,,,12,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,class_oog.php,
29331|1098,,675,,,29331,,,,,1,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29331|2368,,675,,,29331,,,,,2,2368,Cheque,Jake Evans,Jake Evans,class_oog.php,
29331|2664,,675,,,29331,,,,,3,2664,Callisto,Angela Gais,Angela Gais,class_oog.php,
29331|2986,,675,,,29331,,,,,4,2986,Maui,Eva Bernstein,Matt Martin,class_oog.php,
29331|3030,,675,,,29331,,,,,5,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,class_oog.php,
29066|1041,,676,,,29066,,,,,1,1041,Luminosity Class,Tanner Korotkin,Alan Korotkin,class_oog.php,
29066|1249,,676,,,29066,,,,,2,1249,Colombiana,Erica Robson,Erica Robson,class_oog.php,
29066|1522,,676,,,29066,,,,,3,1522,Calid 3,Jake Evans,Jake Evans,class_oog.php,
29066|1728,,676,,,29066,,,,,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,class_oog.php,
29066|2049,,676,,,29066,,,,,5,2049,Top Secret Hk,Helen Goddard,Helen Goddard,class_oog.php,
29066|2603,,676,,,29066,,,,,6,2603,Dominus Z,Charlotte H. Wiese,Jasmine Walsh,class_oog.php,
29066|2604,,676,,,29066,,,,,7,2604,Hand Painted,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29066|2608,,676,,,29066,,,,,8,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29066|2794,,676,,,29066,,,,,9,2794,Joylon Gb,Eva Bernstein,Matt Martin,class_oog.php,
29066|2868,,676,,,29066,,,,,10,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29066|3043,,676,,,29066,,,,,11,3043,Playground,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29067|1041,,676,,,29067,,,,,1,1041,Luminosity Class,Tanner Korotkin,Alan Korotkin,class_oog.php,
29067|1249,,676,,,29067,,,,,2,1249,Colombiana,Erica Robson,Erica Robson,class_oog.php,
29067|1522,,676,,,29067,,,,,3,1522,Calid 3,Jake Evans,Jake Evans,class_oog.php,
29067|1728,,676,,,29067,,,,,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,class_oog.php,
29067|2049,,676,,,29067,,,,,5,2049,Top Secret Hk,Helen Goddard,Helen Goddard,class_oog.php,
29067|2603,,676,,,29067,,,,,6,2603,Dominus Z,Charlotte H. Wiese,Jasmine Walsh,class_oog.php,
29067|2604,,676,,,29067,,,,,7,2604,Hand Painted,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29067|2608,,676,,,29067,,,,,8,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29067|2794,,676,,,29067,,,,,9,2794,Joylon Gb,Eva Bernstein,Matt Martin,class_oog.php,
29067|2868,,676,,,29067,,,,,10,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29067|3043,,676,,,29067,,,,,11,3043,Playground,Dorothy Douglas,Jelmer Hoekstra,class_oog.php,
29302|1217,,676,,,29302,,,,,1,1217,Dream Boat,Megan Wexler,Megan Wexler,class_oog.php,
29302|1522,,676,,,29302,,,,,2,1522,Calid 3,Jake Evans,Jake Evans,class_oog.php,
29302|1665,,676,,,29302,,,,,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,class_oog.php,
29302|1728,,676,,,29302,,,,,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,class_oog.php,
29302|1823,,676,,,29302,,,,,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,class_oog.php,
29302|2393,,676,,,29302,,,,,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,class_oog.php,
29302|2608,,676,,,29302,,,,,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29302|2868,,676,,,29302,,,,,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29303|1217,,676,,,29303,,,,,1,1217,Dream Boat,Megan Wexler,Megan Wexler,class_oog.php,
29303|1522,,676,,,29303,,,,,2,1522,Calid 3,Jake Evans,Jake Evans,class_oog.php,
29303|1665,,676,,,29303,,,,,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,class_oog.php,
29303|1728,,676,,,29303,,,,,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,class_oog.php,
29303|1823,,676,,,29303,,,,,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,class_oog.php,
29303|2393,,676,,,29303,,,,,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,class_oog.php,
29303|2608,,676,,,29303,,,,,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29303|2868,,676,,,29303,,,,,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29306|1217,,676,,,29306,,,,,1,1217,Dream Boat,Megan Wexler,Megan Wexler,class_oog.php,
29306|1522,,676,,,29306,,,,,2,1522,Calid 3,Jake Evans,Jake Evans,class_oog.php,
29306|1665,,676,,,29306,,,,,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,class_oog.php,
29306|1728,,676,,,29306,,,,,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,class_oog.php,
29306|1823,,676,,,29306,,,,,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,class_oog.php,
29306|2393,,676,,,29306,,,,,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,class_oog.php,
29306|2608,,676,,,29306,,,,,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29306|2868,,676,,,29306,,,,,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,class_oog.php,
29264|1049,,676,,,29264,,,,,1,1049,Vote For Pedro,Carsyn Korotkin,Alan Korotkin,class_oog.php,
29264|1222,,676,,,29264,,,,,2,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29264|1453,,676,,,29264,,,,,3,1453,Childhood Dream,Lanie Nash,Dawn Hersey,class_oog.php,
29264|1748,,676,,,29264,,,,,4,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29264|1774,,676,,,29264,,,,,5,1774,Endeavor In His Name,Alyson Jones,Kim Taylor,class_oog.php,
29264|1848,,676,,,29264,,,,,6,1848,Mystery Man,Schuyler Dayner,Heather Dayner,class_oog.php,
29264|1977,,676,,,29264,,,,,7,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,class_oog.php,
29264|2049,,676,,,29264,,,,,8,2049,Top Secret Hk,Helen Goddard,Helen Goddard,class_oog.php,
29264|2066,,676,,,29264,,,,,9,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,class_oog.php,
29264|2120,,676,,,29264,,,,,10,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,class_oog.php,
29264|2387,,676,,,29264,,,,,11,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,class_oog.php,
29264|2522,,676,,,29264,,,,,12,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,class_oog.php,
29264|2623,,676,,,29264,,,,,13,2623,Sophistakkato,Katherine Nunez,Debra L. Ward,class_oog.php,
29264|2820,,676,,,29264,,,,,14,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,class_oog.php,
29264|2865,,676,,,29264,,,,,15,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29264|2943,,676,,,29264,,,,,16,2943,Gladrags,Stephanie Frey,Stephanie Frey,class_oog.php,
29264|2969,,676,,,29264,,,,,17,2969,Kismet,Joshua Tabor,Joshua Tabor,class_oog.php,
29264|2974,,676,,,29264,,,,,18,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29264|2977,,676,,,29264,,,,,19,2977,Dialey Ak,Helen Goddard,Helen Goddard,class_oog.php,
29264|2978,,676,,,29264,,,,,20,2978,Toussant,Helen Goddard,Helen Goddard,class_oog.php,
29264|3034,,676,,,29264,,,,,21,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29263|1049,,676,,,29263,,,,,1,1049,Vote For Pedro,Carsyn Korotkin,Alan Korotkin,class_oog.php,
29263|1222,,676,,,29263,,,,,2,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29263|1453,,676,,,29263,,,,,3,1453,Childhood Dream,Lanie Nash,Dawn Hersey,class_oog.php,
29263|1748,,676,,,29263,,,,,4,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29263|1774,,676,,,29263,,,,,5,1774,Endeavor In His Name,Alyson Jones,Kim Taylor,class_oog.php,
29263|1848,,676,,,29263,,,,,6,1848,Mystery Man,Schuyler Dayner,Heather Dayner,class_oog.php,
29263|1977,,676,,,29263,,,,,7,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,class_oog.php,
29263|2049,,676,,,29263,,,,,8,2049,Top Secret Hk,Helen Goddard,Helen Goddard,class_oog.php,
29263|2120,,676,,,29263,,,,,9,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,class_oog.php,
29263|2387,,676,,,29263,,,,,10,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,class_oog.php,
29263|2522,,676,,,29263,,,,,11,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,class_oog.php,
29263|2623,,676,,,29263,,,,,12,2623,Sophistakkato,Katherine Nunez,Debra L. Ward,class_oog.php,
29263|2820,,676,,,29263,,,,,13,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,class_oog.php,
29263|2865,,676,,,29263,,,,,14,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29263|2943,,676,,,29263,,,,,15,2943,Gladrags,Stephanie Frey,Stephanie Frey,class_oog.php,
29263|2969,,676,,,29263,,,,,16,2969,Kismet,Joshua Tabor,Joshua Tabor,class_oog.php,
29263|2974,,676,,,29263,,,,,17,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29263|2977,,676,,,29263,,,,,18,2977,Dialey Ak,Helen Goddard,Helen Goddard,class_oog.php,
29263|2978,,676,,,29263,,,,,19,2978,Toussant,Helen Goddard,Helen Goddard,class_oog.php,
29263|3034,,676,,,29263,,,,,20,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29260|1222,,676,,,29260,,,,,1,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29260|1453,,676,,,29260,,,,,2,1453,Childhood Dream,Lanie Nash,Dawn Hersey,class_oog.php,
29260|1848,,676,,,29260,,,,,3,1848,Mystery Man,Schuyler Dayner,Heather Dayner,class_oog.php,
29260|1977,,676,,,29260,,,,,4,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,class_oog.php,
29260|2387,,676,,,29260,,,,,5,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,class_oog.php,
29260|2522,,676,,,29260,,,,,6,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,class_oog.php,
29260|2820,,676,,,29260,,,,,7,2820,Peyton Cm Kapade,Angelina M Palmeri,Derek Van Der Burgh,class_oog.php,
29260|2865,,676,,,29260,,,,,8,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29260|2941,,676,,,29260,,,,,9,2941,Nightfall,Windsor Ryan,Traci A. Weston,class_oog.php,
29260|2974,,676,,,29260,,,,,10,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29260|2978,,676,,,29260,,,,,11,2978,Toussant,Helen Goddard,Helen Goddard,class_oog.php,
29260|3034,,676,,,29260,,,,,12,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29312|1483,,676,,,29312,,,,,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,class_oog.php,
29312|2066,,676,,,29312,,,,,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,class_oog.php,
29312|2120,,676,,,29312,,,,,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,class_oog.php,
29312|2969,,676,,,29312,,,,,4,2969,Kismet,Joshua Tabor,Joshua Tabor,class_oog.php,
29313|1483,,676,,,29313,,,,,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,class_oog.php,
29313|2066,,676,,,29313,,,,,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,class_oog.php,
29313|2120,,676,,,29313,,,,,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,class_oog.php,
29313|2969,,676,,,29313,,,,,4,2969,Kismet,Joshua Tabor,Joshua Tabor,class_oog.php,
29316|1483,,676,,,29316,,,,,1,1483,Thunder Shark,Fabian Herrera,Fabian Herrera,class_oog.php,
29316|2066,,676,,,29316,,,,,2,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,class_oog.php,
29316|2120,,676,,,29316,,,,,3,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,class_oog.php,
29316|2969,,676,,,29316,,,,,4,2969,Kismet,Joshua Tabor,Joshua Tabor,class_oog.php,
29317|1221,,676,,,29317,,,,,1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,class_oog.php,
29317|2865,,676,,,29317,,,,,2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29317|2945,,676,,,29317,,,,,3,2945,Koletta,Stephanie Frey,Stephanie Frey,class_oog.php,
29317|2972,,676,,,29317,,,,,4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,class_oog.php,
29318|1221,,676,,,29318,,,,,1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,class_oog.php,
29318|2865,,676,,,29318,,,,,2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29318|2945,,676,,,29318,,,,,3,2945,Koletta,Stephanie Frey,Stephanie Frey,class_oog.php,
29318|2972,,676,,,29318,,,,,4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,class_oog.php,
29321|1221,,676,,,29321,,,,,1,1221,Kobalt Des Vk,Megan Wexler,Megan Wexler,class_oog.php,
29321|2865,,676,,,29321,,,,,2,2865,Ewsz Chardonnay,Kalli Core,Bobby Boulger,class_oog.php,
29321|2945,,676,,,29321,,,,,3,2945,Koletta,Stephanie Frey,Stephanie Frey,class_oog.php,
29321|2972,,676,,,29321,,,,,4,2972,Cartier De Muze,Lincoln Russell,Lincoln Russell,class_oog.php,
29322|1582,,676,,,29322,,,,,1,1582,Harmony De Muze,Jake Evans,Jake Evans,class_oog.php,
29322|2348,,676,,,29322,,,,,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,class_oog.php,
29322|2977,,676,,,29322,,,,,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,class_oog.php,
29323|1582,,676,,,29323,,,,,1,1582,Harmony De Muze,Jake Evans,Jake Evans,class_oog.php,
29323|2348,,676,,,29323,,,,,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,class_oog.php,
29323|2977,,676,,,29323,,,,,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,class_oog.php,
29326|1582,,676,,,29326,,,,,1,1582,Harmony De Muze,Jake Evans,Jake Evans,class_oog.php,
29326|2348,,676,,,29326,,,,,2,2348,Cupido De Jolie Z,Katlynn Butler,Katlynn Butler,class_oog.php,
29326|2977,,676,,,29326,,,,,3,2977,Dialey Ak,Helen Goddard,Helen Goddard,class_oog.php,
29061|1222,,678,,,29061,,,,,1,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29061|1301,,678,,,29061,,,,,2,1301,Quatro,Lanie Nash,Dawn Hersey,class_oog.php,
29061|1458,,678,,,29061,,,,,3,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,class_oog.php,
29061|1493,,678,,,29061,,,,,4,1493,Lyon,Katherine Addington,Bibby F. Hill,class_oog.php,
29061|1554,,678,,,29061,,,,,5,1554,Going Global,Jenny Miller,Jenny Miller,class_oog.php,
29061|1698,,678,,,29061,,,,,6,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,class_oog.php,
29061|1748,,678,,,29061,,,,,7,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29061|1918,,678,,,29061,,,,,8,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,class_oog.php,
29061|1924,,678,,,29061,,,,,9,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,class_oog.php,
29061|1983,,678,,,29061,,,,,10,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,class_oog.php,
29061|2097,,678,,,29061,,,,,11,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29061|2099,,678,,,29061,,,,,12,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29061|2161,,678,,,29061,,,,,13,2161,Astronaut H Z,Teresa Pompay,Josh Dolan,class_oog.php,
29061|2304,,678,,,29061,,,,,14,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,class_oog.php,
29061|2610,,678,,,29061,,,,,15,2610,Starridor,Charlotte H. Wiese,Jasmine Walsh,class_oog.php,
29061|2668,,678,,,29061,,,,,16,2668,Curtis 89,Josephine Demmo,Alan Korotkin,class_oog.php,
29061|2725,,678,,,29061,,,,,17,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,class_oog.php,
29061|2937,,678,,,29061,,,,,18,2937,Follow Me,Marissa Creviston,Marissa Creviston,class_oog.php,
29061|2940,,678,,,29061,,,,,19,2940,Obora’s Sandman,Marissa Creviston,Marissa Creviston,class_oog.php,
29061|2974,,678,,,29061,,,,,20,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29061|3034,,678,,,29061,,,,,21,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29062|1222,,678,,,29062,,,,,1,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29062|1301,,678,,,29062,,,,,2,1301,Quatro,Lanie Nash,Dawn Hersey,class_oog.php,
29062|1458,,678,,,29062,,,,,3,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,class_oog.php,
29062|1493,,678,,,29062,,,,,4,1493,Lyon,Katherine Addington,Bibby F. Hill,class_oog.php,
29062|1554,,678,,,29062,,,,,5,1554,Going Global,Jenny Miller,Jenny Miller,class_oog.php,
29062|1698,,678,,,29062,,,,,6,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,class_oog.php,
29062|1748,,678,,,29062,,,,,7,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,class_oog.php,
29062|1924,,678,,,29062,,,,,8,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,class_oog.php,
29062|1983,,678,,,29062,,,,,9,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,class_oog.php,
